metrics.aspect_ratio,metrics.aspect_ratio_over_edge_rotational_transform,metrics.average_triangularity,metrics.axis_magnetic_mirror_ratio,metrics.axis_rotational_transform_over_n_field_periods,metrics.edge_magnetic_mirror_ratio,metrics.edge_rotational_transform_over_n_field_periods,metrics.flux_compression_in_regions_of_bad_curvature,metrics.max_elongation,metrics.minimum_normalized_magnetic_gradient_scale_length,metrics.qi,metrics.vacuum_well,boundary.r_cos,boundary.z_sin,feasibility
9.577088252016617,15.536897054055292,-0.8393086880700424,0.23524003433243112,0.1825951140140989,0.24547958284591037,0.20546977556493276,1.2320748012325904,5.0961895453226695,6.334148514831606,0.0011651127568112398,-0.10241265575529153,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         9.98914256e-01,  6.40386701e-02, -2.01811246e-02, -6.88111662e-03,
        -9.57441437e-04])
 array([ 0.00041741,  0.00638967, -0.00046943, -0.05203112,  0.10593349,
        -0.00132621, -0.01280258, -0.00041247,  0.00059578])
 array([-0.00035865, -0.00471842, -0.01292103, -0.00454558, -0.00664567,
        -0.0021907 ,  0.00040804,  0.00061938, -0.00014677])
 array([ 8.01092127e-06,  1.72760116e-03,  8.08779233e-04, -6.85421496e-03,
        -4.42399181e-03,  1.35856501e-03,  1.49734514e-03, -1.18177885e-04,
        -1.11487822e-04])
 array([ 4.95662727e-05,  1.14626042e-04, -3.21971347e-05, -6.37036644e-04,
        -5.85176694e-04,  2.37997169e-04,  4.10377682e-04, -1.11014956e-04,
        -1.17009226e-05])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.16074136, -0.00984877,  0.00497736,  0.00172658])
 array([ 1.72748775e-04, -1.33077694e-03, -8.79280625e-03, -6.80772450e-02,
        -1.36880485e-01,  1.94748323e-02,  9.87746087e-04,  2.00522640e-03,
         1.54308104e-05])
 array([-6.59077139e-04, -6.34278733e-03, -5.61113310e-03, -4.68657616e-05,
        -8.54846491e-03,  1.07845073e-02, -1.39180224e-03, -9.43059544e-04,
         2.09681680e-04])
 array([-0.00021732,  0.0011756 , -0.00295613, -0.00109231,  0.00307791,
         0.00157156, -0.00106846, -0.00022764,  0.00011267])
 array([ 1.07061953e-04, -1.86763390e-04, -1.89731473e-05,  2.72737476e-04,
         1.66831832e-04,  3.91290927e-04, -3.59234003e-04,  1.30632516e-06,
         7.15696181e-06])                                                  ]",0.2665919893429255
9.626141305693343,16.152676348333678,-0.825127465070514,0.2281297396063075,0.17191718003608789,0.23882697082705154,0.19864904733855213,1.3018577673844587,4.955705697126898,6.576603748976227,0.001290293935694577,-0.10037575326848373,"[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.9989234 ,
         0.06632855, -0.01847671, -0.00671478, -0.00121451])
 array([ 0.00024886,  0.0058834 ,  0.00141651, -0.05739182,  0.10153293,
         0.0061683 , -0.01207155, -0.00094307,  0.00046826])
 array([-2.15272515e-05, -3.22548666e-03, -1.19352909e-02, -2.54308301e-03,
        -5.18503989e-03, -2.44058129e-03, -3.99860136e-04,  7.77294304e-04,
        -1.14456028e-04])
 array([-1.75998234e-04,  8.66677315e-04,  2.15329418e-03, -5.42305724e-03,
        -6.60887347e-03,  1.27390872e-03,  1.17633607e-03,  8.18753759e-05,
        -9.88874546e-05])
 array([ 2.94980974e-05,  1.61146235e-05, -2.67164303e-04, -4.96022702e-04,
        -1.01270501e-03,  2.61611484e-04,  3.63765178e-04, -6.72763504e-05,
        -5.14802110e-06])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.15616518, -0.0120001 ,  0.00392309,  0.00157903])
 array([ 3.20507108e-04, -6.06096350e-04, -5.79861269e-03, -6.11254640e-02,
        -1.42090399e-01,  1.10668870e-02,  1.55183251e-03,  1.98687449e-03,
         8.98873948e-05])
 array([-2.33720332e-04, -5.12766023e-03, -6.36162489e-03,  1.02830261e-03,
        -9.48233503e-03,  8.82146435e-03, -6.44109020e-04, -9.31900284e-04,
         6.93157921e-05])
 array([-4.32379695e-04,  1.26322240e-03, -3.22021123e-03, -2.71578435e-03,
         2.18462052e-03,  2.62306904e-03, -8.71144209e-04, -3.25940225e-04,
         5.34316553e-05])
 array([ 7.59941639e-05, -4.29707082e-04, -9.67926184e-05, -4.10459008e-05,
         4.71703476e-04,  2.70182510e-04, -1.63793588e-04, -3.14444946e-05,
        -4.93053522e-06])                                                  ]",0.2776721640300229
9.275915107437692,16.185521296391393,-0.6968243126974908,0.22954641501479012,0.162170539047251,0.2502782581375868,0.1910331861333743,1.3842884083318558,5.504563488115838,6.233155199627941,0.001362482833408824,-0.10284800661326968,"[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.99933701,
         0.03418336, -0.02399319, -0.00432893, -0.00128726])
 array([ 7.77840307e-05, -2.76272097e-03, -1.42207878e-02, -6.13665535e-02,
         1.45672860e-01,  7.66039924e-03, -7.28957499e-03, -1.58601212e-04,
        -4.31352513e-04])
 array([ 3.13332504e-05, -2.85009510e-03, -1.24622934e-02, -2.51060505e-03,
        -1.95778845e-02,  1.04588730e-02, -7.16333339e-04,  1.02722211e-03,
        -3.44472025e-04])
 array([ 5.22737098e-04,  1.18831694e-03,  3.53179628e-03, -5.84657854e-03,
        -1.12831980e-03,  1.97518560e-03, -9.66214474e-04,  3.61365626e-04,
         4.08225812e-05])
 array([ 1.20562204e-04,  1.18741442e-05, -6.72837785e-04,  2.18326620e-04,
        -1.48426233e-04,  1.00825269e-04, -6.04931594e-05,  4.31000614e-05,
        -3.14332646e-05])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.2485781 , -0.00462104,  0.00127984,  0.00170488])
 array([-0.00018822, -0.00574951, -0.00428089, -0.07314138, -0.11784914,
         0.04246179, -0.00745166,  0.00203516,  0.00067136])
 array([-0.0004172 , -0.00058998, -0.00768595,  0.00020848, -0.01621335,
        -0.00099254, -0.00092777, -0.0006955 ,  0.00015457])
 array([ 0.00046211,  0.00196525,  0.00138011,  0.00265071,  0.00043588,
         0.00080989, -0.00057113,  0.00018087, -0.00011122])
 array([-1.21664922e-04,  3.17075145e-05,  4.84083916e-04, -1.45472687e-04,
         3.86519262e-04, -1.02356466e-04, -4.99657807e-05, -2.49830732e-05,
         2.38893653e-05])                                                  ]",0.2835827597733558
9.606934119446592,16.011087119634226,-0.7755289122463919,0.22527300366923447,0.17451245551477498,0.23905560123610556,0.20000586776034113,1.30370647974042,4.970610763275451,6.587424496906737,0.0013702486884429222,-0.1037088995852953,"[array([ 0.        ,  0.        ,  0.        ,  0.        ,  1.        ,
         0.06735873, -0.01949578, -0.00723401, -0.00121894])
 array([ 0.00115378,  0.00506766, -0.00457174, -0.04839545,  0.10265015,
        -0.0080516 , -0.00923229, -0.00028055,  0.00032406])
 array([-8.98670101e-05, -4.04613633e-03, -4.95985955e-03, -5.54381256e-03,
        -1.77087883e-02,  4.10336259e-03,  1.95813643e-03,  3.01040343e-04,
        -2.65611894e-04])
 array([ 4.81032619e-05,  1.88405471e-03,  3.10812081e-03, -5.36353354e-03,
        -3.24589211e-03,  3.11931123e-03, -1.36591172e-04, -4.95980600e-05,
        -1.25253719e-05])
 array([ 2.56262154e-05, -8.16037822e-04, -3.06199095e-04,  1.39161837e-03,
        -8.73258108e-05, -2.84852735e-04, -1.29245732e-04,  1.22047331e-04,
        -2.28715941e-05])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.15762779, -0.01043201,  0.00347748,  0.0017177 ])
 array([-9.37820320e-05, -1.99756508e-03, -1.29562244e-02, -6.96041180e-02,
        -1.33660277e-01,  1.97823340e-02,  9.39417978e-04,  8.11158231e-04,
         3.68185818e-04])
 array([-0.00048273, -0.00344844, -0.0013589 ,  0.01540194, -0.00087983,
         0.00302081, -0.00230241, -0.00078273,  0.00014124])
 array([ 0.00013539,  0.00151622, -0.00361697,  0.00122149,  0.00267797,
        -0.00064095, -0.00039175,  0.00027739, -0.00013338])
 array([-1.08823507e-04, -1.23071705e-04,  5.69208345e-04, -1.86430109e-04,
        -2.99735986e-04,  1.90509613e-04,  4.34261559e-05, -9.31639619e-06,
        -1.63766102e-05])                                                  ]",0.28419984876300264
9.52155592747332,15.328478092417491,-0.7479733537319551,0.24570389149702015,0.19008857414373012,0.2574469490676387,0.20705590970537666,1.3073396695603374,5.0731856892824245,6.529668459619119,0.0013998772001937373,-0.10119096460519052,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         9.98969285e-01,  5.69215466e-02, -2.47654031e-02, -5.91632120e-03,
        -8.94770158e-04])
 array([ 0.00088085,  0.0044498 , -0.00589449, -0.05079306,  0.11083528,
        -0.00755641, -0.01134882,  0.0009707 ,  0.00014972])
 array([-0.00064692, -0.00291963, -0.01102964, -0.00260157, -0.00547244,
         0.00010999,  0.00071188,  0.00028164, -0.00013122])
 array([ 4.26804836e-04,  1.56200811e-03,  5.08043220e-04, -7.27187320e-03,
        -1.30708325e-03,  1.77711120e-03,  7.35032878e-04, -2.90264938e-04,
        -2.11945672e-06])
 array([-4.20124804e-05, -2.18965537e-04, -5.41112260e-04, -4.09454091e-04,
         7.01473903e-05,  2.89028662e-04, -1.84235486e-05, -6.85512747e-05,
         2.02601422e-05])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.16853449, -0.00841282,  0.00569992,  0.00133634])
 array([-1.52819117e-04, -1.70858770e-03, -1.37624630e-02, -7.99111632e-02,
        -1.35148753e-01,  2.70012403e-02, -1.12549440e-03,  1.52649418e-03,
        -7.11546790e-05])
 array([-8.02826260e-04, -5.33879419e-03, -2.87598851e-03,  1.13170999e-03,
        -6.15127244e-03,  1.24336112e-02, -5.12656095e-03,  3.14242437e-04,
         4.74620492e-05])
 array([-1.98859918e-04,  7.21049831e-04, -2.86756159e-03, -7.18809211e-04,
         3.50447364e-03,  1.56977994e-04, -1.04069063e-03,  2.08805843e-04,
        -4.59464089e-05])
 array([-5.79577298e-05, -5.77844712e-04,  2.90802819e-04,  7.71258785e-04,
        -2.73502337e-04, -1.17406308e-04,  3.17785791e-05,  5.23027154e-05,
        -2.49287695e-05])                                                  ]",0.2872347453381935
9.596287704664572,15.623087441020251,-0.6806693012316939,0.2310178839953863,0.16886510164355228,0.24263651390770252,0.20474586603303502,1.3433304610535683,4.9109147513310125,6.241474878621217,0.0015184756177074967,-0.09560409653525241,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         9.99131758e-01,  6.30259184e-02, -2.09964168e-02, -8.06755290e-03,
        -2.42362654e-04])
 array([ 0.00127677,  0.00353779, -0.01795528, -0.02707155,  0.11149475,
        -0.02788322, -0.00549579,  0.0007022 ,  0.00023895])
 array([-0.00073416, -0.00600564, -0.00837553,  0.00100159, -0.00835935,
         0.00069453,  0.00227041, -0.00084134,  0.00010029])
 array([ 6.02100828e-04,  1.77910524e-03, -2.53242147e-03, -5.08248718e-03,
         3.97177826e-03,  1.93460729e-03, -1.43452563e-03,  2.69040767e-04,
        -3.43038475e-05])
 array([-5.75709473e-05, -3.97638500e-04, -7.98046256e-05,  8.56543147e-04,
         2.06905581e-04, -2.84154955e-04, -8.39251912e-05,  3.28493884e-05,
         5.38451384e-06])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.1519176 , -0.01021125,  0.00700903,  0.00109648])
 array([-0.00120453, -0.00330687, -0.02676956, -0.09727293, -0.1125363 ,
         0.04498737, -0.00747318,  0.00294826, -0.00033727])
 array([-0.00108838, -0.00386888,  0.00339991,  0.00361674,  0.00115128,
         0.01104363, -0.00691851,  0.00213465, -0.0004176 ])
 array([ 4.66404524e-05,  3.19185460e-04, -2.59446142e-03,  2.59669713e-03,
         3.22945465e-03, -3.10956703e-03,  8.77416051e-04, -1.41784212e-04,
         9.14869571e-06])
 array([-2.13266611e-04,  5.12981243e-06,  1.26316172e-03, -2.65273564e-04,
        -7.96754023e-04,  5.54779165e-04, -1.26512757e-04,  2.34096898e-05,
         9.90446484e-06])                                                  ]",0.2953519557016835
9.43430895674828,16.5301749562927,-0.7665447054917337,0.2502031609844842,0.21009620400839404,0.2598584172487971,0.19024418438186444,1.3405537226575048,5.003956147253576,6.669068293950329,0.000944146813170806,-0.10894751744681824,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         1.00000000e+00,  2.39414719e-02, -2.46642464e-02, -5.55922381e-03,
        -1.92402180e-04])
 array([-0.00017702,  0.00525905,  0.01388358, -0.06914223,  0.09532056,
         0.00893674, -0.01156582, -0.00061843, -0.00015749])
 array([-1.65215300e-05,  2.83667942e-03, -6.82473781e-03,  2.70850888e-04,
        -2.23935930e-02,  6.54306529e-03,  1.62368813e-03,  2.61530650e-04,
         1.95718295e-05])
 array([ 4.74565801e-04, -1.51145554e-03,  1.65485093e-03, -1.80430267e-03,
        -8.72188829e-03,  1.20167967e-03,  1.45546594e-03, -3.02571234e-04,
        -2.83493945e-05])
 array([-1.27373433e-04,  4.78176540e-04, -2.54733818e-05,  7.07347129e-05,
         4.40867207e-04, -7.24748892e-04, -2.71868567e-05, -2.00272430e-04,
         1.24205558e-05])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.19084014, -0.00022755,  0.00671923,  0.00058312])
 array([ 0.00134712, -0.00061358,  0.00386711, -0.04889094, -0.15287823,
        -0.00328292, -0.00392865,  0.00099962,  0.0009586 ])
 array([ 0.00013853, -0.00237404, -0.00570048,  0.00438642, -0.00273236,
         0.00038196,  0.00167179, -0.00178932, -0.00011348])
 array([ 0.00026464,  0.0005443 ,  0.00053542,  0.00033273,  0.00231267,
        -0.00145305, -0.00065686, -0.00044012, -0.00035361])
 array([ 4.85779670e-05,  1.26804807e-04,  2.08017307e-04, -1.64855306e-04,
        -1.06326454e-03, -1.47559211e-04,  2.61638713e-05,  1.59028209e-04,
        -2.40860794e-05])                                                  ]",0.29929208624398546
9.22645854028474,16.241021386227658,-0.6611614660910172,0.24127444258736747,0.16255776386574042,0.2571651641691583,0.18936531803984433,1.3213925258757333,5.4000517752347506,6.453857506230121,0.0015885288842991479,-0.09369424117167385,"[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.99912737,
         0.05088588, -0.02278124, -0.00498683, -0.00120522])
 array([-2.45756794e-04, -3.82345272e-03, -2.31986506e-02, -5.34397756e-02,
         1.42396162e-01,  8.40633552e-03, -8.90425996e-03,  2.47184408e-06,
        -4.90774853e-04])
 array([-0.00018975, -0.00374014, -0.01090126, -0.00115185, -0.0101087 ,
         0.00506411, -0.00114395,  0.00142627, -0.00030004])
 array([ 4.30680155e-04,  1.36271699e-03,  1.41232441e-03, -5.74276306e-03,
        -3.26325117e-04,  2.30296663e-03, -9.10150743e-04,  8.63944383e-05,
         4.41130593e-05])
 array([ 1.04285660e-04,  7.23507823e-07, -3.08383567e-04, -1.24531326e-04,
        -2.13640336e-05,  1.44145811e-04, -1.53626917e-04,  4.21387573e-05,
         6.75907091e-06])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.24840883, -0.01361857,  0.0018829 ,  0.00150334])
 array([-0.00062922, -0.00598025, -0.01162865, -0.07638118, -0.1182989 ,
         0.04368888, -0.00848569,  0.00236125,  0.00070996])
 array([-5.41893056e-04, -1.35468729e-03, -5.89962104e-03, -3.45833280e-03,
        -1.37488949e-02,  5.00597949e-03, -3.13226297e-03, -2.70143282e-04,
         6.77015093e-05])
 array([ 5.25970412e-04,  1.45626083e-03,  3.41148152e-04,  1.79725488e-03,
         9.21453769e-04,  7.26434122e-04, -8.18206612e-04,  3.82666447e-04,
        -9.96032278e-05])
 array([-1.40347260e-04,  7.42481216e-05,  5.43372950e-04,  7.53189937e-05,
         2.67301178e-04, -4.63647116e-04,  1.76088164e-04, -3.25353048e-05,
        -1.28887957e-05])                                                  ]",0.300248779008243
9.407642036694122,15.118142257765271,-0.7489849009541003,0.2449529312553062,0.1929620416921651,0.2554849948404485,0.20742500139442263,1.3488729542898872,5.06876483408932,6.687706436637284,0.0016121294812181095,-0.10116486294841019,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         1.00000000e+00,  5.54978093e-02, -2.42625273e-02, -6.56578653e-03,
        -8.08425848e-04])
 array([ 0.00128056,  0.00511509, -0.01354271, -0.04868215,  0.1123268 ,
        -0.01088288, -0.00824069,  0.00077248, -0.00011691])
 array([-8.06302733e-05, -1.85323884e-03, -4.31843854e-03, -3.23521713e-03,
        -2.02908933e-02,  9.17126019e-03, -9.01854609e-05,  7.61586760e-04,
        -3.78369182e-04])
 array([ 2.70330765e-04,  2.13751471e-03,  2.51246432e-03, -6.50196175e-03,
        -6.56667415e-04,  2.06703400e-03, -6.21100714e-04,  1.74643599e-04,
        -1.60891601e-05])
 array([-1.64853292e-04, -5.59779797e-04, -2.92514191e-04,  1.43352504e-03,
        -1.67374491e-04, -3.19710494e-04, -1.18073381e-04,  1.07202753e-04,
        -4.12968709e-06])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.17626407, -0.01041524,  0.00547472,  0.00122015])
 array([ 8.29194782e-05, -2.01415513e-03, -1.73164327e-02, -8.10111593e-02,
        -1.31531607e-01,  2.89773626e-02, -4.47102887e-03,  2.19639216e-03,
        -1.86604887e-05])
 array([-4.19104808e-04, -2.02267561e-03,  1.67493918e-03,  1.28175342e-02,
         6.27775840e-04,  3.23776116e-03, -3.68637065e-03,  3.10636665e-04,
        -5.97775110e-05])
 array([ 3.33633293e-04,  5.22027300e-04, -2.06997812e-03,  2.58320852e-04,
         2.23832719e-03, -7.88720382e-04, -1.71720250e-05,  2.54474209e-04,
        -8.39302132e-05])
 array([-5.49273870e-05,  1.13661406e-04,  4.42051419e-04, -1.36857598e-04,
        -1.51582743e-04,  5.91255786e-05,  3.31117109e-05, -2.08664382e-05,
        -1.78517248e-06])                                                  ]",0.3018499800124673
9.223532264077411,12.860328247446494,-0.8158014524951062,0.21916310894524854,0.22747041455865588,0.2451625150987204,0.2390693841973229,1.3562341023366025,5.672484105759379,5.988725513326292,0.0016562421041688771,-0.0941530912590346,"[array([ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
         9.99260303e-01, -2.54561355e-02, -2.72599424e-02,  2.74539346e-03,
        -2.05320803e-04])
 array([ 0.00091743,  0.00408837, -0.00811366, -0.06036121,  0.12748127,
        -0.00966402, -0.00406246,  0.00181478, -0.000173  ])
 array([ 3.09343850e-04, -8.10964241e-04, -2.01297989e-02, -2.89438354e-03,
        -3.28363386e-02,  1.12959822e-02, -1.03446220e-03, -3.80169468e-04,
         5.20838343e-05])
 array([ 6.44314837e-04,  2.05015972e-04,  3.54371385e-03, -3.16189723e-03,
        -4.68511246e-04, -7.43939018e-04, -3.01997555e-04, -3.04255677e-04,
        -1.09868685e-05])
 array([-1.16827019e-04,  1.02491720e-04, -4.37585242e-04,  6.05229537e-04,
         3.17733148e-04, -2.51539600e-04,  3.49683585e-04, -1.56674493e-05,
        -3.93041677e-06])                                                  ]","[array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        -0.18902446,  0.00719694,  0.00450621, -0.00027367])
 array([ 0.00163904,  0.00041919,  0.00418439, -0.09266753, -0.1263658 ,
         0.03585528, -0.01289772,  0.00284393, -0.00053613])
 array([-1.08380381e-03,  5.03009207e-05, -5.39947183e-03, -3.20712076e-03,
         5.02193235e-03, -6.73917649e-03,  2.29362077e-03, -9.59015167e-04,
         2.06930503e-04])
 array([ 1.27875684e-05,  3.54240292e-04,  9.85658423e-04,  3.94097681e-03,
         1.72895777e-03, -1.33208648e-03,  1.69318214e-03,  2.38114024e-05,
         5.94035179e-05])
 array([ 5.08481707e-05, -1.29239316e-04,  6.31271314e-05, -3.47351993e-04,
        -3.43199471e-04,  3.14820076e-04, -3.09848195e-04,  9.34208442e-05,
        -2.56426903e-05])                                                  ]",0.304780955216589
